regex input buffer length larger than INT_MAX	O comprimento do buffer de entrada regex maior do que o INT_MAX
Jay Fenlason	Jay Fenlason
Tom Lord	Tom Lord Tom Lord
Ken Pizzini	O Ken Pizzini é uma pizzeria.
Paolo Bonzini	Paolo Bonzini
Jim Meyering	Jim Meyering Jim Meyering
Assaf Gordon	Assaf Gordon Assaf 
GNU sed home page: <https://www.gnu.org/software/sed/>.	GNU sed home page: <https://www.gnu.org/software/sed/>.
General help using GNU software: <https://www.gnu.org/gethelp/>.	Ajuda geral usando o software GNU: <https://www.gnu.org/gethelp/>.
E-mail bug reports to: <%s>.	E-mail relata bugs para: <%s>..
This sed program was built with SELinux support.	Este programa sed foi construído com suporte SELinux.
SELinux is enabled on this system.	O SELinux é habilitado neste sistema.
SELinux is disabled on this system.	O SELinux está desativado neste sistema.
This sed program was built without SELinux support.	Este programa foi construído sem o suporte de SELinux.
Usage: %s [OPTION]... {script-only-if-no-other-script} [input-file]...	Utilização: %s [OPTION]... {script-only-if-no-other-script} [input-file]...
-n, --quiet, --silent	-n, --quiet, --silent
suppress automatic printing of pattern space	suprimir a impressão automática do espaço de padrão
--debug	--debug
annotate program execution	Anotar a execução do programa
-e script, --expression=script	-e script, --expression=script
add the script to the commands to be executed	Adicione o script aos comandos a serem executados
-f script-file, --file=script-file	-f script-file, --file=script-file
add the contents of script-file to the commands to be executed	Adicione o conteúdo do arquivo de script aos comandos a serem executados
--follow-symlinks	--follow-symlinks --
follow symlinks when processing in place	Simlinks quando processados no local seguir
-i[SUFFIX], --in-place[=SUFFIX]	-i[SUFFIX], --in-place[=SUFFIX]
edit files in place (makes backup if SUFFIX supplied)	editar arquivos em seu lugar (faz um backup se o SUFFIX for fornecido)
-b, --binary	-b, --binary
open files in binary mode (CR+LFs are not processed specially)	abrir arquivos em modo binário (CR+LFs não são processados especialmente)
-l N, --line-length=N	-l N, --line-length=N
specify the desired line-wrap length for the `l' command	Especifique o comprimento desejado para o comando `l'.
--posix	--posix --posix
disable all GNU extensions.	desativar todas as extensões GNU.
-E, -r, --regexp-extended	-E, -r, --regexp-extended
use extended regular expressions in the script	Usar expressões regulares estendidas no script
(for portability use POSIX -E).	(for portability use POSIX -E).
-s, --separate	-s, --separado
consider files as separate rather than as a single,	Considere os arquivos como separados em vez de como um único,
continuous long stream.	longo fluxo contínuo.
--sandbox	--sandbox
operate in sandbox mode (disable e/r/w commands).	operar em modo sandbox (comandos e/r/w desativados).
-u, --unbuffered	-u, --unbuffered
load minimal amounts of data from the input files and flush	As quantidades mínimas de dados dos arquivos de entrada e flush são carregadas.
the output buffers more often	O buffer de saída é feito com mais frequência
-z, --null-data	-z, --null-data
separate lines by NUL characters	Linhas separadas por caracteres NUL
--help     display this help and exit	--help exibe esta ajuda e saída
--version  output version information and exit	A versão de saída da versão de informação e saída --version output --
If no -e, --expression, -f, or --file option is given, then the first	Se for dada a opção não -e, --expressão, -f ou --file, então a primeira expressão 
non-option argument is taken as the sed script to interpret.  All	O argumento de não-opção é tomado como o script sed para interpretar.
remaining arguments are names of input files; if no input files are	Os argumentos restantes são nomes de arquivos de entrada; se não houver arquivos de entrada são
specified, then the standard input is read.	Especificado, então a entrada padrão é lida.
failed to set binary mode on STDIN	Falhou em definir o modo binário no STDIN
failed to set binary mode on STDOUT	Falhou em definir o modo binário no STDOUT
couldn't open file %s: %s	Não conseguiu abrir o arquivo %s: %s.
couldn't attach to %s: %s	Não conseguiu anexar a %s: %s
failed to set binary mode on '%s'	Não conseguiu definir o modo binário em '%s'
read error on %s: %s	Erro de leitura em %s: %s leu
couldn't readlink %s: %s	Não conseguiu ler o link %s: %s.
couldn't follow symlink %s: %s	Não conseguiu seguir o link simpático %s: %s.
cannot rename %s: %s	Não pode renomear %s: %s
