Report bugs to: %s	Report bugs to: %s
Report %s bugs to: %s	Relate bugs de %s para: %s
%s home page: <%s>	Página inicial do %s: <%s>
General help using GNU software: <%s>	Ajuda geral usando o software GNU: <%s>
memory exhausted	Memória exausta
stdin	Stdin
stdout	Stdout
stderr	stderr
unknown stream	fluxo desconhecido
failed to reopen %s with mode %s	Não conseguiu reabrir %s com o modo %s.
Files %s and %s differ	Os arquivos %s e %s diferem.
Binary files %s and %s differ	Os arquivos binários %s e %s diferem
No newline at end of file	Não há nova linha no final do arquivo
Torbjorn Granlund	Torbjorn Granlund
David MacKenzie	David MacKenzie
invalid --ignore-initial value %s	--invalid-ignore-initial value %s
options -l and -s are incompatible	As opções -l e -s são incompatíveis
write failed	falhou escrever escrever
standard output	Output padrão padrão
-b, --print-bytes          print differing bytes	-b, --print-bytes print differing bytes
-i, --ignore-initial=SKIP         skip first SKIP bytes of both inputs	-i, --ignore-initial=SKIP skip first SKIP bytes of both inputs
-i, --ignore-initial=SKIP1:SKIP2  skip first SKIP1 bytes of FILE1 and	-i, --ignore-initial=SKIP1:SKIP2 skip first SKIP1 bytes of FILE1 and
first SKIP2 bytes of FILE2	primeiro SKIP2 bytes de FILE2
-l, --verbose              output byte numbers and differing byte values	-l, --verbose output byte numbers and differing byte values
-n, --bytes=LIMIT          compare at most LIMIT bytes	-n, --bytes=LIMIT compare at most LIMIT bytes
-s, --quiet, --silent      suppress all normal output	-s, --quiet, --silent suppress todos os resultados normais
--help                 display this help and exit	--help exibe esta ajuda e saída
-v, --version              output version information and exit	-v, --version output versão de informação e saída
Usage: %s [OPTION]... FILE1 [FILE2 [SKIP1 [SKIP2]]]	Utilização: %s [OPTION]... FILE1 [FILE2 [SKIP1 [SKIP2]]]
Compare two files byte by byte.	Compare dois arquivos byte por byte.
The optional SKIP1 and SKIP2 specify the number of bytes to skip	Os opcionais SKIP1 e SKIP2 especificam o número de bytes a pular.
at the beginning of each file (zero by default).	No início de cada arquivo (zero por padrão).
Mandatory arguments to long options are mandatory for short options too.	Argumentos obrigatórios para opções longas são obrigatórios para opções curtas também.
SKIP values may be followed by the following multiplicative suffixes:	Os valores SKIP podem ser seguidos pelos seguintes sufixos multiplicativos:
kB 1000, K 1024, MB 1,000,000, M 1,048,576,	kB 1000, K 1024, MB 1.000.000, M 1.048.576,
GB 1,000,000,000, G 1,073,741,824, and so on for T, P, E, Z, Y.	1.000.000.000, G 1.073.741.824, e assim por diante para T, P, E, Z, Y GB.
If a FILE is '-' or missing, read standard input.	Se um FILE é '-' ou falta, leia a entrada padrão.
Exit status is 0 if inputs are the same, 1 if different, 2 if trouble.	O status de saída é 0 se as entradas forem as mesmas, 1 se for diferente, 2 se for problema.
invalid --bytes value %s	--validbytes value %s
missing operand after %s	Operação ausente após o %s
extra operand %s	Operação extra %s
%s %s differ: byte %<PRIdMAX>, line %<PRIdMAX>	%s %s differ: byte %<PRIdMAX>, linha %<PRIdMAX>
%s %s differ: byte %<PRIdMAX>, line %<PRIdMAX> is %3o %s %3o %s	%s %s differ: byte %<PRIdMAX>, linha %<PRIdMAX> é %3o %s %3o %s
cmp: EOF on %s which is empty	cmp: EOF em %s que é vazio
cmp: EOF on %s after byte %<PRIdMAX>	cmp: EOF em %s após o byte %<PRIdMAX>
cmp: EOF on %s after byte %<PRIdMAX>, line %<PRIdMAX>	cmp: EOF em %s após o byte %<PRIdMAX>, linha %<PRIdMAX>
cmp: EOF on %s after byte %<PRIdMAX>, in line %<PRIdMAX>	cmp: EOF em %s após o byte %<PRIdMAX>, na linha %<PRIdMAX>
Paul Eggert	Paul Eggert
Mike Haertel	Mike Haertel
David Hayes	David Hayes
Richard Stallman	Richard Stallman  Richard Stallman
Len Tower	A Torre Len
invalid context length %s	O contexto comprimento inválido de contexto %s
pagination not supported on this host	A paginação não é suportada neste host
too many file label options	Há demasiadas opções de rótulos de arquivos
invalid width %s	Largura inválida %s
conflicting width options	opções de largura conflitantes
invalid horizon length %s	O comprimento do horizonte inválido é %s.
invalid tabsize %s	Tabsize inválido %s
conflicting tabsize options	conflitantes opções de tamanho de tab
--from-file and --to-file both specified	--from-file e --to-file são ambos especificados.
--normal                  output a normal diff (the default)	--normal output a normal diff (o padrão)
-q, --brief                   report only when files differ	-q, --brief report apenas quando os arquivos diferem
-s, --report-identical-files  report when two files are the same	-s, --report-identical-files report quando dois arquivos são os mesmos
-c, -C NUM, --context[=NUM]   output NUM (default 3) lines of copied context	C, -C NUM, --context[=NUM] output NUM (default 3) linhas de contexto copiado -
-u, -U NUM, --unified[=NUM]   output NUM (default 3) lines of unified context	-u, -U NUM, --unified[=NUM] output NUM (default 3) linhas de contexto unificado -
-e, --ed                      output an ed script	-e, --ed output an ed script
-n, --rcs                     output an RCS format diff	-n, --rcs de saída de um formato RCS -diff
-y, --side-by-side            output in two columns	-y, --side-by-side output em duas colunas
-W, --width=NUM               output at most NUM (default 130) print columns	-W, --width=NUM output at most NUM (default 130) print columns
--left-column             output only the left column of common lines	--output de coluna esquerda somente a coluna esquerda de linhas comuns
--suppress-common-lines   do not output common lines	--suppress-common-lines não produzem linhas comuns.
-p, --show-c-function         show which C function each change is in	-p, --show-c-função mostra qual função C cada mudança está em
-F, --show-function-line=RE   show the most recent line matching RE	F, --show-function-line=RE mostra a linha mais recente correspondente a RE -
--label LABEL             use LABEL instead of file name and timestamp	--label LABEL use LABEL em vez de nome de arquivo e timestamp
(can be repeated)	(pode ser repetido)
-t, --expand-tabs             expand tabs to spaces in output	-t, --expand-tabs expand tabs to spaces in output
-T, --initial-tab             make tabs line up by prepending a tab	-T, --initial-tab make tabs line up by prepending a tab
--tabsize=NUM             tab stops every NUM (default 8) print columns	Tabsize=NUM tab parou cada NUM (default 8) de colunas de impressão --
--suppress-blank-empty    suppress space or tab before empty output lines	--suppress-blank-empty suppress space or tab before empty output lines
-l, --paginate                pass output through 'pr' to paginate it	-l, --paginate pass output através de 'pr' para pagineá-lo
-r, --recursive                 recursively compare any subdirectories found	-r, --recursive recursively compare any subdirectories found
--no-dereference            don't follow symbolic links	--no-dereference não segue links simbólicos.
-N, --new-file                  treat absent files as empty	-N, --new-file treat absent files as empty
--unidirectional-new-file   treat absent first files as empty	--unidirectional-new-file treat absent first files as empty
--ignore-file-name-case     ignore case when comparing file names	--ignore-file-name-case ignore case when comparing file names
--no-ignore-file-name-case  consider case when comparing file names	--no-ignore-file-name-case considere o caso ao comparar nomes de arquivos
-x, --exclude=PAT               exclude files that match PAT	-x, --excluir=PAT excluir arquivos que correspondem ao PAT
-X, --exclude-from=FILE         exclude files that match any pattern in FILE	-X, --exclude-from=FILE excluem arquivos que correspondem a qualquer padrão no FILE
-S, --starting-file=FILE        start with FILE when comparing directories	S, --starting-file=FILE começa com FILE ao comparar diretórios -
--from-file=FILE1           compare FILE1 to all operands;	--from-file=FILE1 compare FILE1 to all operands;
FILE1 can be a directory	FILE1 pode ser um diretório
--to-file=FILE2             compare all operands to FILE2;	--to-file=FILE2 compare todos os operandos a FILE2;
FILE2 can be a directory	FILE2 pode ser um diretório
-i, --ignore-case               ignore case differences in file contents	-i, --ignore-case ignore case differences in file contents
-E, --ignore-tab-expansion      ignore changes due to tab expansion	-E, --ignore-tab-expansion ignore mudanças devido à expansão da guia
-Z, --ignore-trailing-space     ignore white space at line end	-Z, --ignore-trailing-space ignore o espaço branco no final da linha
-b, --ignore-space-change       ignore changes in the amount of white space	-b, --ignore-space-change ignorar mudanças na quantidade de espaço em branco
-w, --ignore-all-space          ignore all white space	-w, --ignore-all-space ignorar todo o espaço branco
-B, --ignore-blank-lines        ignore changes where lines are all blank	-B, --ignore-blank-lines ignore mudanças onde as linhas são todas em branco
-I, --ignore-matching-lines=RE  ignore changes where all lines match RE	-I, --ignore-matching-lines=RE ignorar mudanças onde todas as linhas correspondem a RE
-a, --text                      treat all files as text	-a, --text trata todos os arquivos como texto
--strip-trailing-cr         strip trailing carriage return on input	--strip-trailing-cr strip trailing carriage return on input
--binary                    read and write data in binary mode	--binary read and write data em modo binário
-D, --ifdef=NAME                output merged file with '#ifdef NAME' diffs	-D, --ifdef=NAME output merged file with '#ifdef NAME' diffs
--GTYPE-group-format=GFMT   format GTYPE input groups with GFMT	--GTYPE-group-format=GFMT format GTYPE grupos de entrada com GFMT
--line-format=LFMT          format all input lines with LFMT	--line-format=LFMT formatar todas as linhas de entrada com LFMT
--LTYPE-line-format=LFMT    format LTYPE input lines with LFMT	--LTYPE-line-format=LFMT format LTYPE linhas de entrada com LFMT
These format options provide fine-grained control over the output	Essas opções de formato fornecem um controle minucioso sobre a saída.
of diff, generalizing -D/--ifdef.	de dif, generalizando -D/--ifdef.
LTYPE is 'old', 'new', or 'unchanged'.  GTYPE is LTYPE or 'changed'.	LTYPE é 'velho', 'novo' ou 'imutável'.
GFMT (only) may contain:	O GFMT (apenas) pode conter:
%<  lines from FILE1	Linhas do FILE1 %<%
%>  lines from FILE2	Linhas > de FILE2 %
%=  lines common to FILE1 and FILE2	%= linhas comuns a FILE1 e FILE2
%[-][WIDTH][.[PREC]]{doxX}LETTER  printf-style spec for LETTER	[WIDTH][.[PREC]]{doxX}LETTER printf-style spec for LETTER %
LETTERs are as follows for new group, lower case for old group:	As letras são as seguintes para o novo grupo, minúsculas para o antigo grupo:
F  first line number	F número de primeira linha
L  last line number	L número da última linha
N  number of lines = L-F+1	N número de linhas = L-F+1
E  F-1	E F-1
M  L+1	M L+1
%(A=B?T:E)  if A equals B then T else E	A=B?T:E) se A é igual a B, então T é outro E
LFMT (only) may contain:	O LFMT (apenas) pode conter:
%L  contents of line	%L conteúdos de linha
%l  contents of line, excluding any trailing newline	%l conteúdos de linha, excluindo qualquer nova linha de seguimento
%[-][WIDTH][.[PREC]]{doxX}n  printf-style spec for input line number	[ ][WIDTH][.[PREC]]{doxX}n printf-style spec for input line number %
Both GFMT and LFMT may contain:	Tanto o GFMT quanto o LFMT podem conter:
%%  %	%% % %%
%c'C'  the single character C	%c'C' o único caracter C
%c'\OOO'  the character with octal code OOO	%c'\OOO' é o caracter com código octal OOO.
C    the character C (other characters represent themselves)	C o caráter C (outros caráter representam-se a si mesmos)
-d, --minimal            try hard to find a smaller set of changes	-d, --minimal esforçar-se para encontrar um conjunto menor de mudanças
--horizon-lines=NUM  keep NUM lines of the common prefix and suffix	--horizon-lines=NUM keep NUM lines of the common prefix and suffix
--speed-large-files  assume large files and many scattered small changes	--speed-large-files assume grandes arquivos e muitas pequenas mudanças espalhadas
--color[=WHEN]       color output; WHEN is 'never', 'always', or 'auto';	--color[=WHEN] color output; WHEN is 'never', 'always', or 'auto';
plain --color means --color='auto'	--color significa --color='auto' pla
--palette=PALETTE    the colors to use when --color is active; PALETTE is	--palette=PALETTE as cores a usar quando --color está ativo; PALETTE é
a colon-separated list of terminfo capabilities	uma lista separada por cólon das capacidades de terminfo
--help               display this help and exit	--help exibe esta ajuda e saída
-v, --version            output version information and exit	-v, --version output versão de informação e saída
FILES are 'FILE1 FILE2' or 'DIR1 DIR2' or 'DIR FILE' or 'FILE DIR'.	FILES são 'FILE1 FILE2' ou 'DIR1 DIR2' ou 'DIR FILE' ou 'FILE DIR'.
If --from-file or --to-file is given, there are no restrictions on FILE(s).	Se --from-file ou --to-file for dado, não há restrições em FILE(s).
If a FILE is '-', read standard input.	Se um FILE for '-', leia a entrada padrão.
Usage: %s [OPTION]... FILES	Utilização: %s [OPTIÃO]... FILOS
Compare FILES line by line.	Compare FILES linha por linha.
conflicting %s option value %s	conflitante valor da opção %s %s.
conflicting output style options	opções de estilo de saída conflitantes
invalid color %s	cor inválida %s
-D option not supported with directories	Opção -D não é suportada em diretórios
Common subdirectories: %s and %s	Subdirectórios comuns: %s e %s
Only in %s: %s	Somente em %s: %s
File %s is a %s while file %s is a %s	O arquivo %s é um %s, enquanto o arquivo %s é um %s.
Symbolic links %s -> %s and %s -> %s differ	Links simbólicos %s -> %s e %s -> %s diferem
cannot compare '-' to a directory	Não pode comparar '-' a um diretório
Files %s and %s are identical	Os arquivos %s e %s são idênticos
Randy Smith	Randy Smith  Randy Smith 
incompatible options	opções incompatíveis
'-' specified for more than one input file	'-' especificado para mais de um arquivo de entrada
read failed	ler falhou ler falhou
-A, --show-all              output all changes, bracketing conflicts	-A, --show-all output todas as mudanças, bracketing conflitos
-e, --ed                    output ed script incorporating changes	-e, --ed output ed script incorporando alterações
from OLDFILE to YOURFILE into MYFILE	de OLDFILE para YOURFILE em MYFILE
-E, --show-overlap          like -e, but bracket conflicts	-E, --show-overlap like -e, but bracket conflicts
-3, --easy-only             like -e, but incorporate only nonoverlapping changes	-3, --easy-only like -e, mas incorporar apenas alterações não-overlapping
-x, --overlap-only          like -e, but incorporate only overlapping changes	-x, --overlap-only like -e, but incorporate only overlapping changes
-X                          like -x, but bracket conflicts	-X como -x, mas conflitos de brackets
-i                          append 'w' and 'q' commands to ed scripts	-i adicionar os comandos 'w' e 'q' aos scripts ed.
-m, --merge                 output actual merged file, according to	-m, --merge output actual merged file, de acordo com -m.
-A if no other options are given	-A se não forem dadas outras opções
-a, --text                  treat all files as text	-a, --text trata todos os arquivos como texto
--strip-trailing-cr     strip trailing carriage return on input	--strip-trailing-cr strip trailing carriage return on input
-T, --initial-tab           make tabs line up by prepending a tab	-T, --initial-tab make tabs line up by prepending a tab
--diff-program=PROGRAM  use PROGRAM to compare files	--diff-program=PROGRAM use PROGRAM para comparar arquivos
-L, --label=LABEL           use LABEL instead of file name	-L, --label=LABEL use LABEL em vez de nome de arquivo
(can be repeated up to three times)	(pode ser repetido até três vezes)
--help                  display this help and exit	--help exibe esta ajuda e saída
-v, --version               output version information and exit	-v, --version output versão de informação e saída
Usage: %s [OPTION]... MYFILE OLDFILE YOURFILE	Utilização: %s [OPTIÃO]... MYFILE OLDFILE YOURFILE
Compare three files line by line.	Compare três arquivos linha por linha.
The default output format is a somewhat human-readable representation of	O formato de saída padrão é uma representação um pouco legível pelo ser humano de.
the changes.	as mudanças.
The -e, -E, -x, -X (and corresponding long) options cause an ed script	As opções -e, -E, -x, -X (e correspondentes longas) causam um script ed.
to be output instead of the default.	ser emitido em vez do padrão.
Finally, the -m (--merge) option causes diff3 to do the merge internally	Finalmente, a opção -m (--merge) faz com que o diff3 faça a fusão internamente.
and output the actual merged file.  For unusual input, this is more	Para entrada incomum, isso é mais.
robust than using ed.	robusto do que o uso de ed.
Exit status is 0 if successful, 1 if conflicts, 2 if trouble.	O status de saída é 0 se for bem sucedido, 1 se for conflito, 2 se for problema.
internal error: screwup in format of diff blocks	Erro interno: screwup no formato de blocos diferentes
%s: diff failed:	%s: diferência falhou:
internal error: invalid diff type in process_diff	Erro interno: tipo de diferença inválido em process_diff
invalid diff format; invalid change separator	Formatos dif difativos inválidos; separador de mudanças inválidos
invalid diff format; incomplete last line	Formatos dif difativos inválidos; incompleta última linha
subsidiary program %s could not be invoked	O programa subsidiário %s não pôde ser invocado
invalid diff format; incorrect leading line chars	Formatos difativos inválidos; caracteres de linha de liderança incorretos
internal error: invalid diff type passed to output	Erro interno inválido: o tipo de diferença inválido passou para a saída.
input file shrank	O arquivo de entrada de arquivo encolheu
cannot compare file names %s and %s	Não pode comparar nomes de arquivos %s e %s
%s: recursive directory loop	%s: ciclo de diretório recursivo
Thomas Lord	Thomas Lord Thomas Lord
-o, --output=FILE            operate interactively, sending output to FILE	-o, --output=FILE operam de forma interativa, enviando a saída para o FILE.
-i, --ignore-case            consider upper- and lower-case to be the same	-i, --ignore-case consideram que a letra alta e a letra baixa são o mesmo
-E, --ignore-tab-expansion   ignore changes due to tab expansion	-E, --ignore-tab-expansion ignore mudanças devido à expansão da guia
-Z, --ignore-trailing-space  ignore white space at line end	-Z, --ignore-trailing-space ignore o espaço branco no final da linha
-b, --ignore-space-change    ignore changes in the amount of white space	-b, --ignore-space-change ignorar mudanças na quantidade de espaço em branco
-W, --ignore-all-space       ignore all white space	-W, --ignore-all-space ignorar todo o espaço branco
-B, --ignore-blank-lines     ignore changes whose lines are all blank	-B, --ignore-blank-lines ignore alterações cujas linhas são todas em branco
-I, --ignore-matching-lines=RE  ignore changes all whose lines match RE	-I, --ignore-matching-lines=RE ignorar alterações todas cujas linhas correspondem a RE
--strip-trailing-cr      strip trailing carriage return on input	--strip-trailing-cr strip trailing carriage return on input
-a, --text                   treat all files as text	-a, --text trata todos os arquivos como texto
-w, --width=NUM              output at most NUM (default 130) print columns	-w, --width=NUM output at most NUM (default 130) print columns
-l, --left-column            output only the left column of common lines	-l, --left-column output apenas a coluna esquerda de linhas comuns
-s, --suppress-common-lines  do not output common lines	-s, --suppress-common-lines não emitem linhas comuns
-t, --expand-tabs            expand tabs to spaces in output	-t, --expand-tabs expand tabs to spaces in output
--tabsize=NUM            tab stops at every NUM (default 8) print columns	Tabsize=NUM tab stops at every NUM (default 8) print columns --tabsize=NUM
-d, --minimal                try hard to find a smaller set of changes	-d, --minimal esforçar-se para encontrar um conjunto menor de mudanças
-H, --speed-large-files      assume large files, many scattered small changes	-H, --speed-large-files assumem arquivos grandes, muitas pequenas mudanças espalhadas
--diff-program=PROGRAM   use PROGRAM to compare files	--diff-program=PROGRAM use PROGRAM para comparar arquivos
--help                   display this help and exit	--help exibe esta ajuda e saída
-v, --version                output version information and exit	-v, --version output versão de informação e saída
Usage: %s [OPTION]... FILE1 FILE2	Utilização: %s [OPTIÃO]... FILE1 FILE2
Side-by-side merge of differences between FILE1 and FILE2.	A fusão lado a lado das diferenças entre FILE1 e FILE2.
cannot interactively merge standard input	Não pode combinar de forma interativa a entrada padrão.
both files to be compared are directories	Ambos os arquivos a serem comparados são diretórios
ed:	Edit then use both versions, each decorated with a header.	Edite: então use ambas as versões, cada uma decorada com um cabeçalho.
eb:	Edit then use both versions.	Edit: use então ambas as versões. eb
el or e1:	Edit then use the left version.	el ou e1: Edite e use a versão à esquerda.
er or e2:	Edit then use the right version.	er ou e2: Edição, em seguida, use a versão correta.
e:	Discard both versions then edit a new one.	e: Descarte ambas as versões e, em seguida, edite uma nova.
l or 1:	Use the left version.	l ou 1: Use a versão esquerda.
r or 2:	Use the right version.	r ou 2: Use a versão certa.
s:	Silently include common lines.	S: Inclui silenciosamente linhas comuns.
v:	Verbosely include common lines.	v: Verbosamente incluem linhas comuns.
q:	Quit.	Q: Deixe.
unrecognized prefix: %s	Prefixo não reconhecido: %s
unparsable value for --palette	Valor incomparável para --paleta
