show all pages matching regex	Mostre todas as páginas que correspondem ao regex
show all pages matching wildcard	todas as páginas que correspondem a um wildcard mostram
make --regex and --wildcard match page names only, not descriptions	--make regex and --wildcard match page names only, not descriptions
find all matching manual pages	encontrar todas as páginas do manual de correspondência
force a cache consistency check	uma força de verificação de consistência de cache force
don't try subpages, e.g. 'man foo bar' => 'man foo-bar'	Não tente subpáginas, por exemplo: 'man foo bar' => 'man foo-bar'
Controlling formatted output:	Controlar a saída formatada:
PAGER	PAGER
use program PAGER to display output	Programa PAGER para exibir uso de saída
STRING	STRING
provide the `less' pager with a prompt	Fornecer o pager `less' com um prompt
display ASCII translation of certain latin1 chars	Display ASCII translation of certain latin1 chars
turn off hyphenation	Desligue a fitina desligue a fitina
turn off justification	desligue justificação desligue justificação
STRING indicates which preprocessors to run:	O STRING indica quais pré-processadores executar:
e - [n]eqn, p - pic, t - tbl,	- e [n]eqn, p - pic, t - tbl,
g - grap, r - refer, v - vgrind	- grap, r - refer, v - vgrind
use %s to format pages	Use %s para formatar páginas
DEVICE	DEVICE
use %s with selected device	Usar %s com dispositivo selecionado
BROWSER	BROWSER
use %s or BROWSER to display HTML output	Use %s ou BROWSER para exibir a saída de HTML.
RESOLUTION	RESOLUÇÃO  Resolução
use groff and display through gxditview (X11):	Usar groff e exibir através de gxditview (X11):
-X = -TX75, -X100 = -TX100, -X100-12 = -TX100-12	X = -TX75, -X100 = -TX100, -X100-12 = -TX100-12 -
use groff and force it to produce ditroff	Use groff e forçá-lo a produzir ditroff.
No manual entry for %s	Não há entrada manual para %s
(Alternatively, what manual page do you want from section %s?)	(Alternativamente, que página manual você quer da seção %s?)
What manual page do you want?	Que página de manual você quer?
No manual entry for %s in section %s	Não há entrada manual para %s na seção %s.
See '%s' for help when manual pages are not available.	Veja '%s' para obter ajuda quando as páginas manuais não estão disponíveis.
ignoring unknown preprocessor `%c'	ignorando o pré-processor desconhecido `%c'
can't rename %s to %s	Não pode renomear %s para %s.
can't set times on %s	Não pode definir tempos em %s
can't unlink %s	Não pode desvincular o %s.
can't create temporary cat for %s	Não pode criar um gato temporário para %s
can't create temporary directory	Não pode criar um diretório temporário
can't open temporary file %s	Não pode abrir o arquivo temporário %s.
can't remove directory %s	Não pode remover o diretório %s.
--Man-- next: %s [ view (return) | skip (Ctrl-D) | quit (Ctrl-C) ]	Homem-- Próximo: %s [ vista (retorno) -- salta (Ctrl-D) quit (Ctrl-C) ]
cannot write to %s in catman mode	Não pode escrever para %s em modo catman
Can't convert %s to cat name	Não pode converter %s para nome de gato
%s: relying on whatis refs is deprecated	%s: depender de whatis refs é deprecated
mandb command failed with exit status %d	O comando mandb falhou com o status de saída %d.
internal error: candidate type %d out of range	Erro interno: candidato tipo %d fora de gama
Manual page	Página de manual
CODE	CODE
encoding for output	codificação para saída
produce fewer warnings	produzem menos advertências
must specify an output encoding	deve especificar uma codificação de saída
can't remove %s	Não pode remover %s.
can't write to standard output	Não pode escrever para saída padrão
iconv: incomplete character at end of buffer	iconv: caracteres incompletos no final do buffer
[-f CODE[:...]] -t CODE [FILENAME]	[-f CODE[:...]] -t CODE [FILENAME]
CODE[:...]	CODE[:...]
possible encodings of original text	codificações de texto original possível
[MANPATH]	[MANPATH]
work quietly, except for 'bogus' warning	Trabalhe em silêncio, exceto em caso de aviso falso.
don't look for or add stray cats to the dbs	Não procure nem adicione gatos perdidos aos dbs
don't purge obsolete entries from the dbs	Não limpe as entradas obsoletas dos dbs
produce user databases only	Produzir bancos de dados de usuários apenas
create dbs from scratch, rather than updating	criar dbs a partir do zero, em vez de atualizar
check manual pages for correctness	Verifique as páginas do manual de correção
FILENAME	FILINAME  FILINAME 
update just the entry for this filename	Atualize apenas a entrada para este nome de arquivo
can't write to %s	Não pode escrever para %s
can't read from %s	Não pode ler a partir de %s
Processing manual pages under %s...	Páginas de manual de processamento em %s...
Removing obsolete cat directory %s...	Removendo o cat directory obsoleto %s...
warning: no MANDB_MAP directives in %s, using your manpath	aviso: não há diretrizes MANDB_MAP em %s, usando seu manpath
No databases created.	Nenhum banco de dados foi criado.
can't make sense of the manpath configuration file %s	Não pode dar sentido ao arquivo de configuração do manpath, %s.
warning: %s	Aviso: %s
warning: %s isn't a directory	Aviso: %s não é um diretório
warning: $PATH not set	$PATH not set warning: $PATH not set
warning: empty $PATH	Aviso: vazio $PATH
warning: $MANPATH set, prepending %s	Aviso: $MANPATH set, prependendo %s
warning: $MANPATH set, appending %s	Aviso: $MANPATH set, adicionando %s
warning: $MANPATH set, inserting %s	Aviso: $MANPATH set, inserindo %s
warning: $MANPATH set, ignoring %s	Advertência: $MANPATH set, ignorando %s
can't parse directory list `%s'	Não pode parcer a lista de diretórios `%s'
can't open the manpath configuration file %s	Não pode abrir o arquivo de configuração do manpath, %s.
warning: mandatory directory %s doesn't exist	aviso: o diretório obrigatório %s não existe.
warning: %s does not begin with %s	Aviso: %s não começa com %s
show relative catpaths	Show relative catpaths
show the entire global manpath	O show de todo o manpath global
warning: no global manpaths set in config file %s	aviso: não há manpaths globais definidos no arquivo de configuração %s
Checking for stray cats under %s...	Verificando gatos ambulantes sob %s...
warning: %s is a dangling symlink	Aviso: %s é um link simbólico pendurado
can't resolve %s	Não pode resolver %s
%s is self referencing	%s está auto-referenciando
KEYWORD...	Palavras-chave...
The --regex option is enabled by default.	A opção --regex é habilitada por padrão.
print verbose warning messages	Impressão de mensagens de aviso verbose
interpret each keyword as a regex	Interpretar cada palavra-chave como um regex
search each keyword for exact match	Procure cada palavra-chave para a correspondência exata
the keyword(s) contain wildcards	A palavra-chave(s) contém wildcards
require all keywords to match	Requer todas as palavras-chave para combinar
do not trim output to terminal width	Não corte a saída para a largura do terminal
search only these sections (colon-separated)	pesquise apenas estas seções (colon-separated)
define the locale for this search	Definir o local para esta pesquisa
%s what?	%s o quê?
warning: %s contains a pointer loop	Aviso: %s contém um loop de ponteiro
(unknown subject)	(tema desconhecido)
%s: nothing appropriate.	%s: nada apropriado.
%s:%d: .so requests nested too deeply or are recursive	%s:%d: .so solicitações aninhadas muito profundamente ou são recorrentes
%s:%d: warning: failed .so request	%s:%d: warning: failed .so request
%s:%d: warning: newline in .so request, ignoring	%s:%d: alert: newline in .so request, ignorando
%s:%d: warning: newline in .lf request, ignoring	%s:%d: warning: newline in .lf request, ignorando
%s:%d: unterminated quote in roff request	%s:%d: subminated quote in roff request
compatibility switch (ignored)	O interruptor de compatibilidade (ignorado)
