original,translated,reference,context_languages,strategy,bleu
"License GPLv3+: GNU GPL version 3 or later <%s>
This is free software: you are free to change and redistribute it.
There is NO WARRANTY, to the extent permitted by law.
","Licença GPLv3+: GNU GPL Versão 3 ou posterior <http://gnu.org/licenses/gpl.html> 
Este software é livre: você pode modificá-lo e redistribuí-lo sob essa licença.
Nenhuma garantia, além do que a lei permite.","Licença GPLv3+: GNU GPL versão 3 ou posterior <%s>
Este é um software livre: você é livre para alterá-lo e redistribuí-lo.
NÃO HÁ QUALQUER GARANTIA, na máxima extensão permitida em lei.
",ES,LLAMA,20.143459196722002
"Written by %s.
",Escrito por %s.,"Escrito por %s.
",ES,LLAMA,100.00000000000004
%s argument: A format directive with a variable width is not allowed here.,argumento %s: Não é permitido um especificador de formato com largura variável.,argumento de %s: Uma diretiva de formato com uma variável de largura não permitida aqui.,ES,LLAMA,15.304534622238586
%s argument: A format directive with a variable precision is not allowed here.,%s argumento: Não é permitido um especificador de formato com precisão variável.,argumento de %s: Uma diretiva de formato com uma variável de precisão não permitida aqui.,ES,LLAMA,11.976445571231691
%s argument: A format directive with a size is not allowed here.,argumento %s: Não é permitido um especificador de formato com tamanho.,argumento de %s: Uma diretiva de formato com um tamanho não permitida aqui.,ES,LLAMA,17.511026255205437
%s argument: The string ends in the middle of a directive.,%s argumento: a string termina no meio de um especificador.,argumento de %s: A string termina no meio de uma diretiva.,ES,LLAMA,33.67004718165568
%s argument: The character '%c' is not a valid conversion specifier.,%s argumento: O carácter '%c' não é um especificador de conversão válido.,"argumento de %s: O caractere ""%c"" não é uma especificação de conversão válida.",ES,LLAMA,8.806435411433606
%s argument: The character that terminates the format directive is not a valid conversion specifier.,%s argumento: O carácter que termina a diretiva de formato não é um especificador válido de conversão.,argumento de %s: O caractere que termina a diretiva de formato não é uma especificação de conversão válida.,ES,LLAMA,42.87650026785013
cannot convert byte substitution to Unicode: %s,não é possível converter as substituições de bytes para Unicode: %s,não foi possível converter substituição de bytes para Unicode: %s,ES,LLAMA,53.44445934790542
cannot convert unicode substitution to target encoding: %s,não é possível converter os caracteres unicode para a codificação alvo: %s,não foi possível converter unicode para codificação desejada: %s,ES,LLAMA,16.544619993389986
cannot convert byte substitution to wide string: %s,não é possível converter os bytes para uma string aninhada: %s,não foi possível converter substituição de bytes para texto amplo: %s,ES,LLAMA,17.474335703431752
cannot convert widechar substitution to target encoding: %s,não é possível converter o caractere ancho para a codificação alvo: %s,não foi possível converter widechar para codificação desejada: %s,ES,LLAMA,14.949751774990691
cannot convert byte substitution to target encoding: %s,não foi possível converter os bytes para a codificação alvo: %s,não foi possível converter substituição de bytes para codificação desejada: %s,ES,LLAMA,32.00286101270288
%s:%u:%u: cannot convert,%s:%d:%d: não é possível converter,%s:%u:%u: impossível converter,ES,LLAMA,24.71244254525359
%s:%u:%u: incomplete character or shift sequence,%s:%d:%d: carácter o secuencia de desplazamiento incompleta,%s:%u:%u: sequência de caracteres ou deslocamentos incompleta,ES,LLAMA,21.651956746181064
%s:%u:%u,%s:%d:%d,%s:%u:%u,ES,LLAMA,41.11336169005198
%s: I/O error,%s: erro de entrada/saída,%s: erro de E/S,ES,LLAMA,54.10822690539397
conversion from %s unsupported,não é admitido a conversão de %s,não há suporte à conversão de %s,ES,LLAMA,36.55552228545123
conversion to %s unsupported,não é suportado a conversão para %s,não há suporte à conversão para %s,ES,LLAMA,36.55552228545123
conversion from %s to %s unsupported,não é admitido a conversão de %s para %s,não há suporte à conversão de %s para %s,ES,LLAMA,59.00468726392806
try '%s -l' to get the list of supported encodings,Tente usar ‘%s -l’ para obter a lista de codificações suportadas.,"tente ""%s -l"" para obter a lista de codificações sem suporte",ES,LLAMA,39.34995962231127
(stdin),(entrada padrão),(stdin),ES,LLAMA,18.99589214128981
%s,%s,%s,ES,LLAMA,100.00000000000004
I/O error,erro de entrada/saída,erro de E/S,ES,LLAMA,23.643540225079384
